timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/13 11:51:56.654, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 298.79 W
2026/08/13 11:51:57.654, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 292.27 W
2026/08/13 11:51:58.655, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 285.86 W
2026/08/13 11:51:59.655, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 300.52 W
2026/08/13 11:52:00.655, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19321 MiB, 81920 MiB, 290.04 W
2026/08/13 11:52:01.655, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 289.94 W
2026/08/13 11:52:02.655, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19321 MiB, 81920 MiB, 291.92 W
2026/08/13 11:52:03.655, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 229.85 W
2026/08/13 11:52:04.656, NVIDIA A800 80GB PCIe, 96 %, 24 %, 19321 MiB, 81920 MiB, 313.65 W
2026/08/13 11:52:05.656, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 295.20 W
2026/08/13 11:52:06.656, NVIDIA A800 80GB PCIe, 97 %, 23 %, 19321 MiB, 81920 MiB, 290.62 W
2026/08/13 11:52:07.656, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 289.77 W
2026/08/13 11:52:08.656, NVIDIA A800 80GB PCIe, 97 %, 22 %, 19321 MiB, 81920 MiB, 290.90 W
2026/08/13 11:52:09.656, NVIDIA A800 80GB PCIe, 99 %, 22 %, 19321 MiB, 81920 MiB, 232.54 W
2026/08/13 11:52:10.657, NVIDIA A800 80GB PCIe, 97 %, 21 %, 19321 MiB, 81920 MiB, 317.37 W
2026/08/13 11:52:11.657, NVIDIA A800 80GB PCIe, 99 %, 23 %, 19321 MiB, 81920 MiB, 312.13 W
2026/08/13 11:52:12.657, NVIDIA A800 80GB PCIe, 100 %, 38 %, 19321 MiB, 81920 MiB, 304.13 W
